Edad,Ingreso_Mensual,Deuda_Total,Historial_Credito,Numero_Prestamos,Ratio_Deuda_Ingreso,Ingreso_Anual,Riesgo_Financiero,Moroso,Ingreso_Mensual_Normalizado,Deuda_Total_Normalizada
36,10632,33918,Regular,1,3.190180586907449,127584,Alto,1,0.8734024819411003,0.6754800889427937
30,8048,44577,Regular,1,5.538891650099403,96576,Alto,1,0.634098907205038,0.8909440064685669
21,6539,27583,Bueno,0,4.218229087016363,78468,Alto,1,0.49435080570476014,0.5474226804123712
35,3991,35575,Bueno,4,8.913806063643197,47892,Alto,1,0.2583811817003149,0.7089751364463311
58,7110,39895,Bueno,1,5.611111111111111,85320,Alto,1,0.5472309686979071,0.7963007883565798
38,2992,39053,Regular,3,13.052473262032086,35904,Alto,1,0.16586404889794404,0.7792803719425915
65,2324,13298,Regular,7,5.7220309810671255,27888,Alto,1,0.10400074087794035,0.2586618152415605
61,11595,20914,Malo,2,1.8037084950409659,139140,Alto,1,0.9625856640118542,0.4126137052759248
41,4351,34911,Malo,1,8.023672718915192,52212,Alto,1,0.2917206890164845,0.6955528603193855
39,1226,25987,Regular,5,21.196574225122347,14712,Alto,1,0.002315243563622893,0.5151607034566404
31,10640,38582,Bueno,5,3.626127819548872,127680,Alto,1,0.8741433598814596,0.7697594501718213
46,11926,15857,Regular,2,1.329615965118229,143112,Alto,1,0.9932394887942213,0.3103901354356175
35,6204,14533,Bueno,6,2.342520954223082,74448,Alto,1,0.4633265419522134,0.2836264402668284
55,10845,42284,Bueno,7,3.8989396035039188,130140,Alto,1,0.8931283571031674,0.8445926824337983
68,1743,44212,Bueno,5,25.365461847389557,20916,Alto,1,0.05019448045934434,0.8835657974530018
51,11424,33089,Malo,4,2.8964460784313726,137088,Alto,1,0.9467493980366735,0.6587224580553871
51,2718,8728,Malo,1,3.211184694628403,32616,Alto,1,0.14048897944063715,0.16628259551243177
25,8151,6290,Bueno,1,0.7716844558949822,97812,Alto,1,0.6436377106871644,0.11700020214271274
60,7165,35739,Bueno,4,4.987997208653175,85980,Alto,1,0.5523245045378774,0.7122902769355165
20,5716,10984,Bueno,0,1.921623512946116,68592,Alto,1,0.41813298759029455,0.21188599151000606
38,1522,49908,Regular,1,32.79106438896189,18264,Alto,1,0.029727727356917963,0.9987062866383667
47,6319,28468,Regular,6,4.505143218863744,75828,Alto,1,0.47397666234487873,0.5653123104912068
58,2310,29508,Malo,2,12.774025974025975,27720,Alto,1,0.10270420448231153,0.5863351526177482
43,8061,34424,Malo,4,4.270437910929165,96732,Alto,1,0.6353028338581219,0.685708510208207
46,6514,37381,Malo,3,5.738563094872582,78168,Alto,1,0.49203556214113725,0.7454821103699212
24,1683,19775,Bueno,7,11.74985145573381,20196,Alto,1,0.04463789590664939,0.3895896502931069
58,11963,47837,Regular,0,3.9987461339128982,143556,Alto,1,0.996666049268383,0.9568425308267637
56,2513,4000,Regular,5,1.5917230401910067,30156,Alto,1,0.12150398221892943,0.07070952092177077
29,4540,2144,Bueno,0,0.4722466960352423,54480,Bajo,0,0.3092239303574736,0.03319183343440469
27,11448,44833,Malo,7,3.9162299091544375,137376,Alto,1,0.9489720318577515,0.8961188599151001
34,8251,4904,Regular,3,0.5943521997333656,99012,Bajo,0,0.6528986849416559,0.08898322215484131
36,3750,28307,Regular,7,7.548533333333333,45000,Alto,1,0.2360622337469902,0.562057812815848
64,6654,22371,Regular,6,3.362037871956718,79848,Alto,1,0.5050009260974255,0.4420658985243582
29,11899,37488,Bueno,6,3.1505168501554754,142788,Alto,1,0.9907390257455084,0.7476450373964019
26,9996,47617,Bueno,0,4.76360544217687,119952,Alto,1,0.8145026856825338,0.9523953911461492
27,9631,16782,Regular,1,1.7424981829508877,115572,Alto,1,0.7807001296536397,0.329088336365474
23,4838,23561,Bueno,7,4.8699875981810665,58056,Alto,1,0.3368216336358585,0.46612088134222757
53,10896,40786,Regular,7,3.743208516886931,130752,Alto,1,0.8978514539729581,0.8143117040630685
35,6746,36216,Bueno,5,5.368514675363178,80952,Alto,1,0.5135210224115577,0.7219324843339398
44,9751,13395,Bueno,4,1.3737052609988718,117012,Alto,1,0.7918132987590295,0.260622599555286
57,10904,24255,Regular,2,2.224413059427733,130848,Alto,1,0.8985923319133173,0.4801495856074388
29,6450,11234,Bueno,0,1.7417054263565892,77400,Alto,1,0.4861085386182626,0.2169395593288862
37,9769,44830,Bueno,1,4.5890060395127446,117228,Alto,1,0.793480274124838,0.8960582171012735
41,1786,9209,Malo,5,5.156215005599104,21432,Alto,1,0.054176699388775715,0.17600565999595716
21,4590,19524,Regular,4,4.25359477124183,55080,Alto,1,0.3138544174847194,0.38451586820295125
54,3896,34721,Bueno,0,8.911960985626283,46752,Alto,1,0.24958325615854787,0.6917121487770366
39,11030,29365,Bueno,3,2.6622846781504985,132360,Alto,1,0.9102611594739767,0.5834445118253487
57,8287,8647,Regular,0,1.0434415349342343,99444,Alto,1,0.6562326356732728,0.1646452395391146
55,3053,24677,Regular,1,8.082869308876514,36636,Alto,1,0.1715132431931839,0.4886800080857085
27,10896,19097,Regular,4,1.7526615271659325,130752,Alto,1,0.8978514539729581,0.37588437436830396
68,3926,45836,Bueno,7,11.674987264391238,47112,Alto,1,0.25236154843489533,0.9163937740044471
56,1884,31026,Bueno,7,16.46815286624204,22608,Alto,1,0.06325245415817744,0.6170204164139883
25,10410,34218,Bueno,6,3.2870317002881846,124920,Alto,1,0.852843119096129,0.6815443703254498
63,7950,943,Bueno,4,0.11861635220125787,95400,Bajo,0,0.6250231524356363,0.008914493632504546
54,5170,5086,Malo,2,0.983752417794971,62040,Alto,1,0.36756806816077053,0.09266221952698604
40,8029,3649,Malo,3,0.454477518993648,96348,Bajo,1,0.6323393220966846,0.06361431170406306
22,11326,46051,Bueno,1,4.0659544411089525,135912,Alto,1,0.9376736432672719,0.9207398423286841
53,11009,35156,Bueno,5,3.19338722863112,132108,Alto,1,0.9083163548805335,0.7005053567818881
36,11567,25335,Regular,0,2.190282700786721,138804,Alto,1,0.9599925912205964,0.501980998585001
30,6470,18753,Regular,7,2.898454404945904,77640,Alto,1,0.48796073346916097,0.36893066504952493
53,8662,12515,Bueno,2,1.4448164396213345,103944,Alto,1,0.6909612891276162,0.24283404083282797
65,2410,25242,Regular,0,10.473858921161826,28920,Alto,1,0.1119651787368031,0.5001010713563776
42,2211,32230,Regular,4,14.577114427860696,26532,Alto,1,0.0935358399703649,0.641358399029715
18,10515,8557,Bueno,2,0.8137898240608654,126180,Alto,1,0.8625671420633452,0.16282595512431777
34,6215,7245,Bueno,0,1.165728077232502,74580,Alto,1,0.4643452491202074,0.13630483121083486
58,2494,685,Regular,6,0.27465918203688855,29928,Bajo,0,0.11974439711057604,0.0036992116434202537
29,4185,37051,Regular,7,8.853285543608123,50220,Alto,1,0.2763474717540285,0.7388114008489994
44,3029,46336,Malo,6,15.297457906899966,36348,Alto,1,0.16929060937210594,0.9265009096422074
49,5956,27924,Regular,6,4.688381464069845,71472,Alto,1,0.44035932580107423,0.5543157469173237
35,1623,45018,Regular,0,27.737523105360445,19476,Alto,1,0.03908131135395444,0.8998585001010714
25,9602,48996,Bueno,0,5.102686940220788,115224,Alto,1,0.778014447119837,0.9802708712350919
64,6055,22715,Malo,6,3.7514450867052025,72660,Alto,1,0.4495276903130209,0.4490196078431372
48,4591,41711,Bueno,1,9.085384447832716,55092,Alto,1,0.3139470272272643,0.833009904992925
69,9031,45956,Malo,7,5.088694496733473,108372,Alto,1,0.7251342841266902,0.9188194865575096
41,9535,35155,Regular,5,3.6869428421604615,114420,Alto,1,0.7718095943693277,0.7004851425106126
28,10674,35894,Bueno,4,3.3627506089563424,128088,Alto,1,0.8772920911279867,0.7154234889832222
60,2110,11424,Regular,2,5.414218009478673,25320,Alto,1,0.08418225597332839,0.22078027087123508
52,11504,31588,Bueno,7,2.745827538247566,138048,Alto,1,0.9541581774402668,0.6283808368708308
21,8989,16040,Regular,1,1.7844031594170653,107868,Alto,1,0.7212446749398037,0.3140893470790378
48,6842,41726,Bueno,6,6.098509207833967,82104,Alto,1,0.5224115576958697,0.8333131190620578
39,1557,5331,Bueno,2,3.423892100192678,18684,Alto,1,0.03296906834598999,0.09761471598948857
42,8094,19110,Bueno,7,2.3610081541882875,97128,Alto,1,0.6383589553621042,0.37614715989488573
68,1245,14656,Regular,5,11.771887550200804,14940,Alto,1,0.004074828671976297,0.2861127956337174
53,2024,38245,Bueno,1,18.895750988142293,24288,Alto,1,0.07621781811446564,0.762947240751971
47,5775,39340,Bueno,3,6.8121212121212125,69300,Alto,1,0.4235969624004445,0.7850818677986658
31,4459,47980,Regular,2,10.76026014801525,53508,Alto,1,0.3017225412113354,0.9597331716191632
55,1306,49353,Regular,7,37.789433384379784,15672,Alto,1,0.009724022967216153,0.9874873660804528
36,10836,31506,Bueno,7,2.907530454042082,130032,Alto,1,0.892294869420263,0.6267232666262381
61,2658,32665,Bueno,5,12.289315274642588,31896,Alto,1,0.13493239488794223,0.6501516070345664
25,11917,7550,Malo,2,0.633548711924142,143004,Alto,1,0.9924060011113169,0.1424701839498686
22,5039,28281,Regular,7,5.6124230998213935,60468,Alto,1,0.35543619188738657,0.5615322417626845
30,5119,44859,Regular,1,8.763235006837274,61428,Alto,1,0.3628449712909798,0.8966444309682636
28,7956,7475,Malo,2,0.9395424836601307,95472,Alto,1,0.6255788108909057,0.14095411360420457
44,2694,35240,Bueno,6,13.080920564216777,32328,Alto,1,0.1382663456195592,0.7022033555690318
57,7605,6566,Malo,7,0.863379355687048,91260,Alto,1,0.5930727912576403,0.12257934101475641
41,11331,11650,Regular,4,1.0281528549995587,135972,Alto,1,0.9381366919799963,0.22534869617950273
60,10193,16554,Bueno,0,1.6240557245168252,122316,Alto,1,0.8327468049638822,0.3244794825146553
36,2556,26362,Malo,5,10.31377151799687,30672,Alto,1,0.1254862011483608,0.5227410551849606
46,5057,40128,Malo,3,7.935139410717817,60684,Alto,1,0.357103167253195,0.8010107135637761
31,9880,5776,Malo,7,0.5846153846153846,118560,Bajo,1,0.8037599555473236,0.1066100667070952
42,2582,12036,Regular,1,4.661502711076685,30984,Alto,1,0.12789405445452862,0.23315140489185365
44,10176,18732,Bueno,6,1.840801886792453,122112,Alto,1,0.8311724393406187,0.368506165352739
25,6639,38263,Regular,3,5.763367977104986,79668,Alto,1,0.5036117799592518,0.7633110976349303
57,6433,8605,Bueno,6,1.3376340743043682,77196,Alto,1,0.48453417299499907,0.16379624014554275
51,9007,36913,Bueno,6,4.098256911291218,108084,Alto,1,0.7229116503056122,0.7360218314129776
65,1934,19048,Bueno,2,9.849017580144778,23208,Alto,1,0.06788294128542323,0.37489387507580346
29,3659,43615,Malo,0,11.919923476359662,43908,Alto,1,0.22763474717540283,0.8714978775015161
35,11016,14041,Malo,2,1.27460058097313,132192,Alto,1,0.9089646230783479,0.27368101879927226
40,10449,37467,Malo,2,3.585701981050818,125388,Alto,1,0.8564548990553806,0.7472205376996159
41,6257,35649,Regular,4,5.697458846092377,75084,Alto,1,0.46823485830709394,0.7104709925207197
29,8505,14213,Bueno,6,1.6711346266901823,102060,Alto,1,0.6764215595480645,0.2771578734586618
38,6853,571,Regular,0,0.08332117320881366,82236,Bajo,0,0.5234302648638637,0.0013947847180109142
55,1399,14813,Regular,1,10.588277340957827,16788,Alto,1,0.018336729023893314,0.2892864362239741
33,8185,4406,Malo,3,0.5383017715332926,98220,Bajo,1,0.6467864419336915,0.0789165150596321
26,8034,40019,Regular,6,4.981204879263132,96408,Alto,1,0.6328023708094092,0.7988073579947443
36,3497,36612,Bueno,7,10.469545324563912,41964,Alto,1,0.21263196888312652,0.7299373357590458
27,3285,44113,Malo,7,13.428614916286149,39420,Alto,1,0.19299870346360437,0.8815645845967253
37,11339,48095,Bueno,0,4.241555692741865,136068,Alto,1,0.9388775699203558,0.962057812815848
34,5487,32696,Bueno,5,5.958811736832513,65844,Alto,1,0.39692535654750877,0.6507782494441076
61,8214,34657,Bueno,4,4.219259800340882,98568,Alto,1,0.649472124467494,0.6904184354154033
41,3763,2328,Regular,6,0.6186553281955887,45156,Alto,0,0.2372661604000741,0.036911259349100466
29,9451,49044,Bueno,3,5.189292138398053,113412,Alto,1,0.7640303759955548,0.9812411562563169
27,6151,20364,Malo,1,3.3106811900503983,73812,Alto,1,0.45841822559733286,0.4014958560743885
36,11531,24979,Bueno,1,2.166247506721013,138372,Alto,1,0.9566586404889794,0.49478471801091567
66,4192,7403,Bueno,1,1.765982824427481,50304,Alto,1,0.2769957399518429,0.1394986860723671
55,9332,39891,Bueno,1,4.274646378054007,111984,Alto,1,0.7530098166327098,0.7962199312714777
18,10348,34097,Bueno,7,3.2950328565906455,124176,Alto,1,0.8471013150583442,0.6790984435011118
62,4948,45516,Bueno,5,9.198868229587712,59376,Alto,1,0.3470087053157992,0.9099252071962806
19,3193,18754,Regular,1,5.8734732226746,38316,Alto,1,0.18447860714947212,0.36895087932080045
27,7691,44717,Bueno,4,5.814198413730334,92292,Alto,1,0.6010372291165031,0.8937740044471397
49,2764,6576,Malo,4,2.3791606367583213,33168,Alto,1,0.14474902759770325,0.12278148372751162
55,9106,17274,Bueno,0,1.8969909949483856,109272,Alto,1,0.7320800148175589,0.3390337578330301
35,11039,47422,Regular,0,4.2958601322583565,132468,Alto,1,0.911094647156881,0.9484536082474226
37,10769,30004,Malo,0,2.7861454174018014,129228,Alto,1,0.8860900166697537,0.5963614311704063
42,6465,27341,Regular,7,4.22907965970611,77580,Alto,1,0.48749768475643634,0.5425308267636952
43,1930,37455,Regular,5,19.406735751295336,23160,Alto,1,0.06751250231524357,0.7469779664443097
21,5188,43898,Malo,7,8.461449498843486,62256,Alto,1,0.369235043526579,0.8772185162724884
39,6682,37960,Bueno,7,5.680933852140078,80184,Alto,1,0.5075939988886832,0.7571861734384475
63,6694,22401,Bueno,7,3.3464296384822227,80328,Alto,1,0.5087053157992222,0.4426723266626238
61,5520,33462,Bueno,1,6.0619565217391305,66240,Alto,1,0.39998147805149104,0.6662623812411562
65,7465,40002,Regular,0,5.358606831882117,89580,Alto,1,0.5801074273013521,0.7984637153830605
48,10516,44115,Bueno,4,4.195036135412704,126192,Alto,1,0.86265975180589,0.8816050131392763
18,4999,16031,Bueno,7,3.2068413682736545,59988,Alto,1,0.3517318021855899,0.3139074186375581
54,6256,32633,Regular,2,5.216272378516624,75072,Alto,1,0.46814224856454895,0.6495047503537498
25,10253,7436,Regular,6,0.725251146006047,123036,Alto,1,0.8383033895165772,0.14016575702445927
55,8203,37567,Bueno,5,4.579665975862489,98436,Alto,1,0.6484534172995,0.749241964827168
24,6605,32232,Malo,1,4.87993943981832,79260,Alto,1,0.5004630487127246,0.6413988275722661
27,3129,35787,Regular,4,11.437200383509108,37548,Alto,1,0.1785515836265975,0.7132605619567415
22,10434,15261,Bueno,0,1.46262219666475,125208,Alto,1,0.855065752917207,0.2983424297554073
50,10378,6552,Bueno,5,0.63133551744074,124536,Alto,0,0.8498796073346917,0.12229634121689913
43,2027,39073,Bueno,5,19.276270350271336,24324,Alto,1,0.07649564734210039,0.7796846573681019
46,7688,10373,Bueno,1,1.3492455775234131,92256,Alto,1,0.6007593998888684,0.19953507176066304
61,3253,24148,Regular,3,7.423301567783584,39036,Alto,1,0.19003519170216704,0.4779866585809581
63,3925,7747,Malo,5,1.9737579617834395,47100,Alto,1,0.25226893869235045,0.14645239539114616
43,7947,45291,Bueno,2,5.6991317478293695,95364,Alto,1,0.6247453232080016,0.9053769961592885
21,11832,13657,Bueno,4,1.1542427315753887,141984,Alto,1,0.9845341729949992,0.2659187386294724
37,3767,5296,Regular,6,1.4058932837801965,45204,Alto,1,0.23763659937025372,0.09690721649484535
36,5266,39899,Bueno,4,7.576718571971136,63192,Alto,1,0.3764586034450824,0.7963816454416819
56,3832,31958,Bueno,1,8.339770354906054,45984,Alto,1,0.24365623263567326,0.6358601172427734
31,8133,14503,Regular,0,1.7832288208533136,97596,Alto,1,0.6419707353213558,0.28302001212856276
62,6274,24222,Regular,6,3.8606949314631813,75288,Alto,1,0.46980922393035746,0.47948251465534664
37,5302,49140,Regular,0,9.26820067898906,63624,Alto,1,0.3797925541766994,0.9831817262987669
67,11726,19904,Bueno,1,1.6974245266928194,140712,Alto,1,0.9747175402852382,0.3921972912876491
26,3712,28524,Malo,3,7.6842672413793105,44544,Alto,1,0.23254306353028337,0.5664443096826359
28,1772,2230,Bueno,6,1.2584650112866818,21264,Alto,1,0.05288016299314689,0.034930260764099455
53,3390,34316,Bueno,3,10.122713864306785,40680,Alto,1,0.2027227264308205,0.6835253689104508
55,3428,25782,Regular,4,7.52100350058343,41136,Alto,1,0.2062418966475273,0.5110167778451588
40,10979,33649,Regular,6,3.064851079333273,131748,Alto,1,0.905538062604186,0.6700424499696787
59,1870,35163,Bueno,1,18.803743315508022,22440,Alto,1,0.06195591776254862,0.7006468566808167
33,9951,19178,Malo,4,1.9272434931162696,119412,Alto,1,0.8103352472680126,0.3775217303416212
62,3639,25110,Bueno,6,6.900247320692498,43668,Alto,1,0.2257825523245045,0.49743278754800885
59,9919,2594,Malo,7,0.2615182982155459,119028,Bajo,1,0.8073717355065754,0.042288255508388925
26,4819,29117,Regular,0,6.042124922183025,57828,Alto,1,0.3350620485275051,0.5784313725490197
62,11911,47030,Bueno,4,3.948451011669885,142932,Alto,1,0.9918503426560474,0.9405296139074186
60,11435,17151,Regular,1,1.49986882378662,137220,Alto,1,0.9477681052046676,0.33654740246614107
61,9318,7679,Regular,2,0.8241038849538528,111816,Alto,1,0.751713280237081,0.14507782494441077
50,5891,39413,Regular,1,6.6903751485316585,70692,Alto,1,0.4343396925356548,0.7865575096017788
41,9681,17691,Bueno,2,1.82739386427022,116172,Alto,1,0.7853306167808854,0.34746310895492216
47,7385,20317,Malo,4,2.7511171293161816,88620,Alto,1,0.5726986478977589,0.400545785324439
67,8564,20225,Bueno,2,2.3616300794021483,102768,Alto,1,0.6818855343582145,0.39868607236709114
50,6339,39922,Bueno,6,6.29783877583215,76068,Alto,1,0.475828857195777,0.7968465736810189
55,7486,34455,Regular,6,4.602591504141063,89832,Alto,1,0.5820522318947954,0.6863351526177481
44,4968,4146,Bueno,7,0.8345410628019324,59616,Alto,1,0.3488609001666975,0.07366080452799675
63,1628,12404,Regular,0,7.619164619164619,19536,Alto,1,0.03954436006667901,0.2405902567212452
62,11675,20291,Bueno,2,1.7379871520342614,140100,Alto,1,0.9699944434154473,0.4000202142712755
58,8836,49894,Bueno,0,5.646672702580353,106032,Alto,1,0.7070753843304316,0.9984232868405094
37,1353,37975,Bueno,4,28.067257945306725,16236,Alto,1,0.014076680866827188,0.7574893875075803
44,5470,9242,Bueno,0,1.689579524680073,65640,Alto,1,0.39535099092424525,0.17667273094804933
27,7709,31463,Regular,0,4.081333506291347,92508,Alto,1,0.6027042044823115,0.6258540529613907
47,5651,6672,Regular,3,1.180675986551053,67812,Alto,1,0.412113354324875,0.12472205376996158
36,7773,26599,Bueno,4,3.4219734980059178,93276,Alto,1,0.6086312280051862,0.527531837477259
55,6751,7843,Malo,7,1.1617538142497408,81012,Alto,1,0.5139840711242823,0.14839296543359612
66,9156,28599,Malo,5,3.1235255570117957,109872,Alto,1,0.7367105019448047,0.5679603800283
56,11504,37696,Bueno,5,3.2767732962447846,138048,Alto,1,0.9541581774402668,0.7518496058217101
46,6646,14013,Regular,6,2.1084863075534157,79752,Alto,1,0.5042600481570662,0.2731150192035577
36,7144,4644,Bueno,4,0.6500559910414334,85728,Alto,0,0.5503796999444343,0.08372751162320598
56,10425,34866,Bueno,1,3.344460431654676,125100,Alto,1,0.8542322652343027,0.694643218111987
29,2160,46150,Regular,6,21.36574074074074,25920,Alto,1,0.08881274310057417,0.9227410551849606
38,8655,16326,Malo,5,1.8863084922010398,103860,Alto,1,0.6903130209298018,0.31987062866383664
61,11878,6671,Malo,7,0.5616265364539484,142536,Bajo,1,0.9887942211520653,0.12470183949868606
30,2033,19888,Regular,3,9.782587309394982,24396,Alto,1,0.07705130579736989,0.3918738629472407
56,6018,19138,Malo,1,3.180126287803257,72216,Alto,1,0.446101129838859,0.37671315949060036
48,9896,24236,Bueno,4,2.449070331447049,118752,Alto,1,0.8052417114280422,0.4797655144532039
43,11242,2370,Bueno,7,0.21081658067959438,134904,Bajo,0,0.9298944248934988,0.037760258742672324
69,3018,20012,Malo,5,6.630881378396289,36216,Alto,1,0.16827190220411187,0.3943804325854053
20,7637,33641,Regular,0,4.405001964122038,91644,Alto,1,0.5960363030190776,0.6698807357994745
62,7767,12409,Bueno,7,1.5976567529290588,93204,Alto,1,0.6080755695499167,0.2406913280776228
37,1783,35601,Bueno,6,19.96690970274818,21396,Alto,1,0.05389887016114096,0.7095007074994947
28,5803,14007,Bueno,7,2.413751507840772,69636,Alto,1,0.4261900351917021,0.27299373357590456
37,11195,12540,Bueno,2,1.1201429209468512,134340,Alto,1,0.9255417669938879,0.24333939761471599
52,3326,1771,Bueno,4,0.5324714371617558,39912,Bajo,0,0.1967957029079459,0.025651910248635536
42,8877,40196,Bueno,1,4.528106342232737,106524,Alto,1,0.7108723837747731,0.8023852840105115
44,5008,27029,Regular,3,5.397164536741214,60096,Alto,1,0.35256528986849417,0.5362239741257327
45,4050,37275,Malo,6,9.203703703703704,48600,Alto,1,0.2638451565104649,0.743339397614716
54,6029,42672,Regular,7,7.077790678387792,72348,Alto,1,0.44711983700685315,0.8524358196887002
67,6041,35001,Regular,4,5.793908293328919,72492,Alto,1,0.44823115391739216,0.6973721447341823
34,7901,9262,Malo,6,1.1722566763700797,94812,Alto,1,0.6204852750509354,0.17707701637355974
25,7435,34164,Bueno,6,4.5950235373234705,89220,Alto,1,0.5773291350250047,0.6804527996765717
44,11297,11469,Malo,6,1.0152252810480658,135564,Alto,1,0.9349879607334692,0.2216899130786335
64,5814,16592,Bueno,7,2.853801169590643,69768,Alto,1,0.42720874235969625,0.3252476248231251
26,6051,22579,Bueno,4,3.7314493472153365,72612,Alto,1,0.4491572513428413,0.44627046694966643
68,6280,6688,Regular,4,1.064968152866242,75360,Alto,1,0.47036488238562696,0.12504548211036992
26,5811,40783,Malo,5,7.018241266563415,69732,Alto,1,0.4269309131320615,0.814251061249242
47,5565,6853,Bueno,1,1.231446540880503,66780,Alto,1,0.4041489164660122,0.12838083687083082
43,8368,9092,Bueno,2,1.0865200764818355,100416,Alto,1,0.663734024819411,0.17364059025672124
64,7953,29791,Regular,6,3.745882057085377,95436,Alto,1,0.6253009816632711,0.5920557913887204
68,5487,23048,Malo,2,4.200473847275378,65844,Alto,1,0.39692535654750877,0.4557509601778856
46,8018,25674,Bueno,6,3.2020453978548264,96216,Alto,1,0.6313206149286905,0.5088336365474024
51,3328,25677,Bueno,4,7.715444711538462,39936,Alto,1,0.19698092239303572,0.508894279361229
36,2217,34310,Regular,7,15.475868290482634,26604,Alto,1,0.09409149842563437,0.6834040832827977
22,2570,37925,Bueno,2,14.756809338521402,30840,Alto,1,0.1267827375439896,0.7564786739438043
28,9136,16837,Bueno,4,1.842929071803853,109632,Alto,1,0.7348583070939063,0.33020012128562765
31,2324,4064,Bueno,1,1.7487091222030982,27888,Alto,1,0.10400074087794035,0.07200323428340408
39,2677,19577,Malo,6,7.313036981695928,32124,Alto,1,0.13669197999629562,0.38558722458055383
53,7287,12884,Bueno,6,1.7680801427199122,87444,Alto,1,0.5636228931283571,0.25029310693349505
43,6025,20467,Bueno,4,3.39701244813278,72300,Alto,1,0.4467493980366734,0.4035779260157671
42,6293,39205,Regular,6,6.229938026378516,75516,Alto,1,0.47156880903871085,0.7823529411764706
57,11947,6206,Bueno,2,0.5194609525403867,143364,Bajo,0,0.9951842933876645,0.11530220335556902
48,3295,27742,Bueno,3,8.419423368740516,39540,Alto,1,0.1939248008890535,0.5506367495451789
26,6602,5629,Bueno,7,0.8526204180551348,79224,Alto,1,0.5001852194850899,0.10363856882959369
44,2342,27073,Bueno,0,11.559777967549103,28104,Alto,1,0.10566771624374884,0.5371134020618556
26,11888,36511,Bueno,0,3.0712483176312246,142656,Alto,1,0.9897203185775143,0.7278956943602183
41,5471,44246,Bueno,5,8.087369767866935,65652,Alto,1,0.39544360066679013,0.8842530826763695
19,4784,12358,Regular,3,2.5831939799331103,57408,Alto,1,0.331820707538433,0.23966040024257126
59,8137,43522,Regular,4,5.348654295194789,97644,Alto,1,0.6423411742915355,0.8696179502728927
44,10133,26363,Regular,7,2.601697424257377,121596,Alto,1,0.8271902204111873,0.5227612694562361
28,2164,30593,Regular,4,14.13724584103512,25968,Alto,1,0.08918318207075386,0.608267636951688
67,6775,30180,Bueno,4,4.454612546125461,81300,Alto,1,0.5162067049453603,0.5999191429148979
34,1494,19643,Bueno,1,13.147925033467201,17928,Alto,1,0.02713465456566032,0.3869213664847382
59,7366,24778,Regular,6,3.363833831115938,88392,Alto,1,0.5709390627894055,0.49072164948453606
29,9727,29587,Bueno,5,3.041739488023029,116724,Alto,1,0.7895906649379515,0.5879320800485143
23,3852,36742,Bueno,2,9.538421599169263,46224,Alto,1,0.2455084274865716,0.7325651910248636
31,1558,7313,Bueno,4,4.693838254172015,18696,Alto,1,0.033061678088534927,0.13767940165757026
59,5568,36680,Bueno,1,6.587643678160919,66816,Alto,1,0.40442674569364695,0.7313119062057813
26,9798,34239,Bueno,3,3.494488671157379,117576,Alto,1,0.7961659566586405,0.6819688700222357
35,1797,45586,Regular,6,25.36783528102393,21564,Alto,1,0.055195406556769785,0.911340206185567
66,2056,47800,Bueno,0,23.249027237354085,24672,Alto,1,0.07918132987590294,0.9560946027895695
47,2517,48082,Bueno,0,19.10290027810886,30204,Alto,1,0.12187442118910909,0.9617950272892662
53,2747,46010,Bueno,0,16.749180924645067,32964,Alto,1,0.14317466197443968,0.9199110572063877
33,6092,20358,Bueno,1,3.3417596848325672,73104,Alto,1,0.4529542507871828,0.40137457044673536
45,5487,14604,Bueno,0,2.661563696008748,65844,Alto,1,0.39692535654750877,0.2850616535273903
69,2487,9724,Regular,4,3.9099316445516688,29844,Alto,1,0.11909612891276163,0.18641600970285022
26,7372,15714,Bueno,0,2.1315789473684212,88464,Alto,1,0.571494721244675,0.3074994946432181
40,4191,40631,Regular,6,9.694822238129325,50292,Alto,1,0.276903130209298,0.8111784920153629
55,9046,34075,Malo,6,3.7668582799027193,108552,Alto,1,0.7265234302648639,0.6786537295330504
18,9048,24383,Malo,1,2.6948496905393458,108576,Alto,1,0.7267086497499538,0.48273701233070543
23,7389,10965,Regular,4,1.483962647178238,88668,Alto,1,0.5730690868679386,0.21150192035577117
64,4229,49056,Bueno,6,11.599905414991724,50748,Alto,1,0.2804223004260048,0.9814837275116232
52,1971,8949,Malo,6,4.540334855403349,23652,Alto,1,0.0713095017595851,0.17074994946432182
24,6699,17137,Bueno,1,2.5581430064188684,80388,Alto,1,0.5091683645119467,0.3362644026682838
22,3985,32814,Regular,4,8.234378920953576,47820,Alto,1,0.2578255232450454,0.653163533454619
21,10263,28699,Malo,1,2.7963558413719185,123156,Alto,1,0.8392294869420264,0.569981807155852
18,6100,5138,Malo,1,0.8422950819672131,73200,Alto,1,0.4536951287275421,0.0937133616333131
65,6297,10223,Malo,5,1.6234714943623947,75564,Alto,1,0.4719392480088905,0.19650293106933495
52,2635,15289,Bueno,5,5.802277039848198,31620,Alto,1,0.13280237080940915,0.2989084293511219
51,3366,48317,Regular,4,14.354426619132502,40392,Alto,1,0.20050009260974255,0.9665453810390136
65,6612,46222,Regular,1,6.990623109497883,79344,Alto,1,0.501111316910539,0.9241964827167981
52,8910,929,Regular,5,0.10426487093153759,106920,Bajo,0,0.7139285052787554,0.00863149383464726
43,6528,14905,Malo,7,2.2832414215686274,78336,Alto,1,0.493332098536766,0.291146149181322
